conversation_id,tag
6744b0cb9ab74e1b0cd545aa,Overcomm
6745c18093cb769cfbedc098,Plan Clarification
6745842a93cb769cfbd27fe5,Product Recommendation
6745842a93cb769cfbd27fe5,POG
6745842a93cb769cfbd27fe5,Skin Check In
674610b493cb769cfb3e21c8,Delivery ETA
6745da6f93cb769cfb003322,
6744a6889ab74e1b0ca31ec5,POG
6744a6889ab74e1b0ca31ec5,proactive BF
6744a6889ab74e1b0ca31ec5,Price Match
6746195a93cb769cfbff2a75,Overcomm
6746157d93cb769cfba9da80,Overcomm
6746157d93cb769cfba9da80,URGENT CLINIC
6745ead293cb769cfb0afe47,Auto-Replen
67460f4093cb769cfb19ae4a,Stock Issue
6745ca6193cb769cfb08b523,CSAT Positive
6745ca6193cb769cfb08b523,proactive BF
6745ca6193cb769cfb08b523,Fulfillment Error
6745ca6193cb769cfb08b523,Duplicate thread
674455ea9ab74e1b0c56a05a,proactive BF
674455ea9ab74e1b0c56a05a,POG
674455ea9ab74e1b0c56a05a,Product Recommendation
6744a5339ab74e1b0c7763f6,Instructions - Pre Delivery
6746197a93cb769cfb01a577,Delivery Services
6745bf9a93cb769cfbb0f27e,EasyPOG
6745a92793cb769cfbf1c3ad,Is Prompt
6745a92793cb769cfbf1c3ad,Skin Sensitivity
6745abd593cb769cfb45fc70,Is Prompt
6744a61d9ab74e1b0c94de77,Instructions - Pre Delivery
6745a50893cb769cfb713f81,Plan Clarification
6745a50893cb769cfb713f81,Is Prompt
6745aed893cb769cfba2f39d,Is Prompt
6745aed893cb769cfba2f39d,Plan Clarification
6745ae4cae12bc74188a2ae2,Is Prompt
6744b3fbd3145465e08b97a5,Delivery Services
6744b3fbd3145465e08b97a5,Instructions - Pre Delivery
6744d88a9ab74e1b0ca134c6,Duplicate thread
6744d88a9ab74e1b0ca134c6,Plan Clarification
6744d88a9ab74e1b0ca134c6,Discount Requests
6744d88a9ab74e1b0ca134c6,POG
674435099ab74e1b0c669958,Nov 2024 - Plan
6745986693cb769cfbf8540f,
6746252593cb769cfb016680,Tag me
6746252593cb769cfb016680,URGENT CLINIC
6744689a9ab74e1b0cbd12a4,Auto-Replen
6745d3d8f5e2c64d70cf350a,Nov 2024 - Plan
6745d3d8f5e2c64d70cf350a,November - Prompt
6745e1c2a0594dacee67b9fc,November - Prompt
6745e1c2a0594dacee67b9fc,Nov 2024 - Plan
6745ef69f5e2c64d70d13fc4,Nov 2024 - Plan
6745ef69f5e2c64d70d13fc4,November - Prompt
6745db22f0d372bd51b11dd7,Nov 2024 - Plan
6745d92ea0594dacee671468,Nov 2024 - Plan
6745f770ebbe93c9745fbae9,November - Prompt
6745f770ebbe93c9745fbae9,Nov 2024 - Plan
6745f3e893cb769cfb258036,Nov 2024 - Plan
6745f45493cb769cfb326a0e,Nov 2024 - Plan
6746026275db51175f7bc443,Nov 2024 - Plan
6746034ce286b62a09d629fa,Nov 2024 - Plan
6745d40693cb769cfb364b48,Plan Clarification
6745d40693cb769cfb364b48,Nov 2024 - Plan
6745c8f093cb769cfbdb7e7a,Contact Details
6745c8f093cb769cfbdb7e7a,Nov 2024 - Plan
6745c8f093cb769cfbdb7e7a,URGENT CLINIC
6745d6c893cb769cfb8cca1d,Fulfillment Error
6745d6c893cb769cfb8cca1d,Duplicate thread
67462a3f93cb769cfb6dc4a3,
6746247793cb769cfbf2f0b0,Overcomm
6746154693cb769cfba515e7,URGENT CLINIC
6746154693cb769cfba515e7,Tag me
674467b79ab74e1b0ca05146,Is Prompt
67462e3293cb769cfbbc0338,Overcomm
67462e3293cb769cfbbc0338,URGENT CLINIC
67461f2b93cb769cfb7f8cfa,Plan Clarification
674630c293cb769cfbee9de5,POG
67442fc69ab74e1b0ce4fc2f,Returns and Refunds
67442fc69ab74e1b0ce4fc2f,Stock Issue
67462ce393cb769cfba2c3b8,Plan Clarification
674462309ab74e1b0cea85d0,Other Clinician Enquiry
674462309ab74e1b0cea85d0,Duplicate thread
674462309ab74e1b0cea85d0,Returns and Refunds
6745fd3993cb769cfb3a8c67,Online Consultation
6745b8e693cb769cfbde25da,Online Consultation
6744a5fe9ab74e1b0c90befb,Overcomm
6744517b9ab74e1b0cc62781,Nov 2024 - Plan
6744eede9ab74e1b0c682215,Nov 2024 - Plan
6744eede9ab74e1b0c682215,Order Confirmation
6746249f93cb769cfbf630b1,Contact Details
6746249f93cb769cfbf630b1,Nov 2024 - Plan
6746249f93cb769cfbf630b1,Urgent
6746e0b593cb769cfb4460fe,Overcomm
6746e0b593cb769cfb4460fe,URGENT CLINIC
6745fd6393cb769cfb3f4583,Online Consultation
674574be93cb769cfb94d6fc,URGENT CLINIC
674574be93cb769cfb94d6fc,Discount Requests
674574be93cb769cfb94d6fc,POG Expiry - November 24
674574be93cb769cfb94d6fc,POG
6744b1b99ab74e1b0ceed042,Overcomm
67444b10071aece4e92dbf0b,Nov 2024 - Plan
67444b10071aece4e92dbf0b,POG
67444b10071aece4e92dbf0b,Duplicate thread
6744e8189ab74e1b0ce60b21,Duplicate thread
6744e8189ab74e1b0ce60b21,POG Expiry - November 24
6744e8189ab74e1b0ce60b21,POG
6744e8189ab74e1b0ce60b21,Plan Clarification
6746f22b93cb769cfb449fbe,Nov 2024 - Plan
6746f0a893cb769cfb155290,Nov 2024 - Plan
6745f60f93cb769cfb662005,Nov 2024 - Plan
6745f85993cb769cfbab21d4,Nov 2024 - Plan
6745f76e93cb769cfb8e8c23,Nov 2024 - Plan
6745f76e93cb769cfb8e8c23,Quick win
6745ff8793cb769cfb7ff2b4,Nov 2024 - Plan
674605f793cb769cfb30780d,Plan Clarification
674605f793cb769cfb30780d,Nov 2024 - Plan
674605f793cb769cfb30780d,POG
6745fd4e93cb769cfb3ce4cf,Nov 2024 - Plan
6745fd4e93cb769cfb3ce4cf,EasyPOG
6745fd4e93cb769cfb3ce4cf,POG
6745c21e93cb769cfb016c8f,Online Consultation
6744da349ab74e1b0cc4f450,Online Consultation
67458bbe93cb769cfb8ee38d,Skin Check In
674467b49ab74e1b0c9fe366,EasyPOG
674467b49ab74e1b0c9fe366,Is Prompt
674467b49ab74e1b0c9fe366,POG
6745d3a393cb769cfb29db28,Nov 2024 - Plan
6745cffd75db51175f781114,November - Prompt
6745cffd75db51175f781114,Nov 2024 - Plan
6745d4353ad14adfca836b94,November - Prompt
6745d4353ad14adfca836b94,Nov 2024 - Plan
6745a78693cb769cfbbf44a0,POG
6745a78693cb769cfbbf44a0,Discount Requests
6745a78693cb769cfbbf44a0,URGENT CLINIC
6745a78693cb769cfbbf44a0,Nov 2024 - Plan
6745a78993cb769cfbbf86f9,Is Prompt
6745f86cebbe93c9745fce7e,Nov 2024 - Plan
6745f86cebbe93c9745fce7e,November - Prompt
6745ab4b93cb769cfb35790c,Is Prompt
6745fcbbebbe93c974601cd3,November - Prompt
6745fcbbebbe93c974601cd3,Nov 2024 - Plan
6745a69193cb769cfba0874e,Is Prompt
6745a43e93cb769cfb59426c,Is Prompt
6745a4e893cb769cfb6d83eb,Is Prompt
6745a4e893cb769cfb6d83eb,POG
6745a4e893cb769cfb6d83eb,Discount Requests
67444eaf9ab74e1b0c6d11c9,POG
674625285ffb8d15db01ddae,November - Prompt
674625285ffb8d15db01ddae,Nov 2024 - Plan
674517479ab74e1b0ce178f0,Online Consultation
6746f41a93cb769cfb814a46,Online Consultation
6745acfb93cb769cfb68b371,Duplicate thread
6745acfb93cb769cfb68b371,Returns and Refunds
6745acfb93cb769cfb68b371,Discount Requests
6745acfb93cb769cfb68b371,Order Confirmation
6746ebb993cb769cfb809510,Nov 2024 - Plan
6746e2c3ceb4a34f9e2399be,November - Prompt
6746e2c3ceb4a34f9e2399be,Nov 2024 - Plan
674645e456e717101ef00e84,Nov 2024 - Plan
674645e456e717101ef00e84,November - Prompt
67470ca093cb769cfb8fddef,Is Prompt
6745a4d193cb769cfb6accba,Is Prompt
6745bf6993cb769cfbaa2259,Order Confirmation
6745bf6993cb769cfbaa2259,Discount Requests
6745bf6993cb769cfbaa2259,Returns and Refunds
6744abafdc2af9d03c1e0a9f,Online Consultation
6744a95faaa00d0d79a89f8c,Online Consultation
6745ac9593cb769cfb5c749b,POG
6745ac9593cb769cfb5c749b,Is Prompt
674729ac93cb769cfb186e31,
6747277e93cb769cfbd55e11,POG Expiry - November 24
6747277e93cb769cfbd55e11,Is Prompt
6746f04d93cb769cfb0af4fe,
6745bff56ecab12217f7f3c3,Online Consultation
6746e90793cb769cfb307b93,Duplicate thread
6746e90793cb769cfb307b93,Plan Clarification
6746e03393cb769cfb365441,Delivery ETA
6745e87293cb769cfbc00a6d,Nov 2024 - Plan
6745e87293cb769cfbc00a6d,EasyPOG
6744b1349ab74e1b0ce0fa2f,Urgent
6744b1349ab74e1b0ce0fa2f,Duplicate thread
6744b1349ab74e1b0ce0fa2f,Delivery ETA
67470ad693cb769cfb582008,
6745fe3993cb769cfb57a46b,Online Consultation
6746f6a42cf4551bc234c3cc,Online Consultation
6746e91cf7bac1588c87afd4,Online Consultation
6744d4f59ab74e1b0c51899b,Order Confirmation
6744c2549ab74e1b0c9e562b,POG
6744c2549ab74e1b0c9e562b,Order Confirmation
6744c2549ab74e1b0c9e562b,proactive BF
6744c2549ab74e1b0c9e562b,Product Recommendation
6744c2549ab74e1b0c9e562b,URGENT CLINIC
6744c2549ab74e1b0c9e562b,Duplicate thread
6745dda993cb769cfb678a68,Quick win
6745dda993cb769cfb678a68,Order Confirmation
6745c29893cb769cfb0fbfdb,Quick win
6745c29893cb769cfb0fbfdb,Order Confirmation
6745fec993cb769cfb698c20,Order Confirmation
6745ddc393cb769cfb6ac3ef,Order Confirmation
6745ddc393cb769cfb6ac3ef,Tag me
6745ddc393cb769cfb6ac3ef,URGENT CLINIC
6745dc6893cb769cfb3f8651,Order Confirmation
6745eceb93cb769cfb4c47d6,Order Confirmation
6745ba2b93cb769cfb0614b5,URGENT CLINIC
6745ba2b93cb769cfb0614b5,Tag me
6745ba2b93cb769cfb0614b5,Order Confirmation
6745ba2b93cb769cfb0614b5,Quick win
67460de293cb769cfbf76ab2,Order Confirmation
67462a8893cb769cfb73b4cc,Order Confirmation
6745a70293cb769cfbaecf16,Order Confirmation
6745a70293cb769cfbaecf16,UX
67461e5f93cb769cfb6e280e,Order Confirmation
674619e493cb769cfb0a4831,Order Confirmation
6745c25a93cb769cfb088491,URGENT CLINIC
6745c25a93cb769cfb088491,Order Confirmation
6745c25a93cb769cfb088491,Quick win
6746346b93cb769cfb357826,Order Confirmation
6746558893cb769cfb6acfe0,Order Confirmation
674666ff93cb769cfb64eeb0,Order Confirmation
6746dc7e93cb769cfbd24b85,Tag me
6746dc7e93cb769cfbd24b85,URGENT CLINIC
6746dc7e93cb769cfbd24b85,Order Confirmation
6746500e93cb769cfb18a3a1,Order Confirmation
674531c593cb769cfb671fb2,Returns and Refunds
674531c593cb769cfb671fb2,Order Confirmation
674531c593cb769cfb671fb2,URGENT CLINIC
67472ae193cb769cfb3e39f8,Online Consultation
6745f2d193cb769cfb04d5bc,Auto-Replen
67471f2193cb769cfbcf07ce,URGENT CLINIC
67471f2193cb769cfbcf07ce,Delivery Services
6745e91993cb769cfbd489b4,Auto-Replen
6744a5329ab74e1b0c77508f,Delivery ETA
6744a5329ab74e1b0c77508f,RX
6744a5329ab74e1b0c77508f,Instructions - Pre Delivery
6744a5329ab74e1b0c77508f,URGENT CLINIC
6747060993cb769cfbbdbb30,Nov 2024 - Plan
6747065393cb769cfbc6c2bb,Nov 2024 - Plan
6746fbd193cb769cfb751975,Nov 2024 - Plan
6746fd6093cb769cfba79ff6,Nov 2024 - Plan
6746fe0593cb769cfbbce0b2,Nov 2024 - Plan
6747011e93cb769cfb208c92,Nov 2024 - Plan
67443f1f9ab74e1b0c7d751e,proactive BF
67443f1f9ab74e1b0c7d751e,Duplicate thread
67443f1f9ab74e1b0c7d751e,POG
67443f1f9ab74e1b0c7d751e,POG - November 24
6746fce3e1115f14a00cbcf6,Nov 2024 - Plan
6746feb512a0bfb5acb7839e,Nov 2024 - Plan
674721a393cb769cfb1d7d2e,Nov 2024 - Plan
6747396d7906c89228ff5c8b,Nov 2024 - Plan
674742a86ff2dc62ef0ac144,Nov 2024 - Plan
67474bd91248a9305b5f785e,Nov 2024 - Plan
6747541a93cb769cfb126519,Nov 2024 - Prompt
6746ff855683ad7432f8ffcc,November - Prompt
6746ff855683ad7432f8ffcc,Nov 2024 - Plan
67471355b962cc8e9e126cc1,Nov 2024 - Plan
67471355b962cc8e9e126cc1,November - Prompt
674716a855c4ccd13a9a718d,Nov 2024 - Plan
674716a855c4ccd13a9a718d,November - Prompt
6747190e6279e43ed1951722,Nov 2024 - Plan
6747190e6279e43ed1951722,November - Prompt
6747319793cb769cfb1620a5,Nov 2024 - Plan
67471a6ce1115f14a00f1986,Nov 2024 - Plan
67471a6ce1115f14a00f1986,November - Prompt
674736c993cb769cfbb80e5a,Nov 2024 - Plan
67472a3b80cfe4c038b155f4,Nov 2024 - Plan
67472a3b80cfe4c038b155f4,November - Prompt
674738cb93cb769cfbf6abc8,Nov 2024 - Plan
67474c10b98397c38392552c,Nov 2024 - Plan
67474c10b98397c38392552c,November - Prompt
6747516be14ba38ab6142eb1,Nov 2024 - Plan
6747516be14ba38ab6142eb1,Is Prompt
67474b5de14ba38ab613a963,Nov 2024 - Plan
67474b5de14ba38ab613a963,November - Prompt
674439c19ab74e1b0ce254fa,Duplicate thread
674439c19ab74e1b0ce254fa,Skin Sensitivity
6745b58c93cb769cfb730fa5,Plan Clarification
6745b58c93cb769cfb730fa5,Nov 2024 - Prompt
6745b58c93cb769cfb730fa5,URGENT CLINIC
6745b58c93cb769cfb730fa5,POG
6745b58c93cb769cfb730fa5,Tag me
6746f4aa93cb769cfb929ea1,Auto-Replen
6746f4aa93cb769cfb929ea1,URGENT CLINIC
67473be393cb769cfb530163,Product Recommendation
67473be393cb769cfb530163,Nov 2024 - Plan
67473be393cb769cfb530163,Other Clinician Enquiry
6745ae9493cb769cfb9b0850,Auto-Replen
6745b10e93cb769cfbe5fc54,Auto-Replen
6745b10e93cb769cfbe5fc54,Order Confirmation
6744b4c39ab74e1b0c42c37b,URGENT CLINIC
6744b4c39ab74e1b0c42c37b,Overcomm
6745b41693cb769cfb459fda,Auto-Replen
67473baa93cb769cfb4c4df3,Quick win
6745b46a93cb769cfb4fc134,Auto-Replen
674658ad93cb769cfb97c059,Duplicate thread
674658ad93cb769cfb97c059,Delivery ETA
67444b129ab74e1b0cf9e061,POG
67444b129ab74e1b0cf9e061,Nov 2024 - Plan
67444b129ab74e1b0cf9e061,Plan Clarification
67477e4293cb769cfbd9cf00,Plan Clarification
6747064c93cb769cfbc5f365,POG
674784f593cb769cfb60e9d8,
674464e59ab74e1b0c427691,POG - November 24
674464e59ab74e1b0c427691,POG Expiry - November 24
674464e59ab74e1b0c427691,Product Recommendation
674464e59ab74e1b0c427691,proactive BF
674464e59ab74e1b0c427691,Other Clinician Enquiry
674464e59ab74e1b0c427691,POG
6745c09693cb769cfbd137fa,Other Clinician Enquiry
6745c09693cb769cfbd137fa,Duplicate thread
6745c09693cb769cfbd137fa,proactive BF
67461f6f93cb769cfb854673,Overcomm
67461f6f93cb769cfb854673,CSAT Positive
6746ea9693cb769cfb5e3687,Is Prompt
67470b7e93cb769cfb6c4527,POG
67470b7e93cb769cfb6c4527,EasyPOG
67470b7e93cb769cfb6c4527,Is Prompt
67472b8f93cb769cfb5572f0,Other Clinician Enquiry
67472b8f93cb769cfb5572f0,Is Prompt
674726b993cb769cfbbe2918,Is Prompt
6746e69693cb769cfbea310c,Is Prompt
67462f0893cb769cfbcc1ab1,Overcomm
67462b5093cb769cfb838b15,Overcomm
67462a7c93cb769cfb72b5b8,Overcomm
6744a8019ab74e1b0cd0f19e,EasyPOG
6744a8019ab74e1b0cd0f19e,POG Expiry - November 24
6744a8019ab74e1b0cd0f19e,Discount Requests
6746cda193cb769cfb7862d6,POG Expiry - November 24
6746cda193cb769cfb7862d6,Plan Clarification
6746cda193cb769cfb7862d6,Product Recommendation
6746cda193cb769cfb7862d6,URGENT CLINIC
67462cf393cb769cfba3f06c,Overcomm
6746230e93cb769cfbd562d7,Overcomm
67462e3f93cb769cfbbcdc59,Overcomm
6746040093cb769cfbfc178f,Overcomm
67462d2c93cb769cfba82095,Overcomm
674624fb93cb769cfbfdfb11,Overcomm
674621df93cb769cfbbad3a6,URGENT CLINIC
674621df93cb769cfbbad3a6,Overcomm
674829e493cb769cfbbd2486,Is Prompt
6744aa5e9ab74e1b0c199b5b,Returns and Refunds
6744aa5e9ab74e1b0c199b5b,Duplicate thread
6744aa5e9ab74e1b0c199b5b,proactive BF
6744aa5e9ab74e1b0c199b5b,URGENT CLINIC
6747688d93cb769cfb02a80b,Urgent
6747688d93cb769cfb02a80b,Product Recommendation
6747688d93cb769cfb02a80b,Budget Concerns
6747688d93cb769cfb02a80b,Alts
6746573193cb769cfb82fda0,Online Consultation
67474b1e93cb769cfb172720,Online Consultation
6746e6ab93cb769cfbec8d0c,Delivery Issues
6746e6ab93cb769cfbec8d0c,CSAT Positive
6746e6ab93cb769cfbec8d0c,URGENT CLINIC
67457d0d93cb769cfb32c9a8,RX
67457d0d93cb769cfb32c9a8,Delivery Issues
67457d0d93cb769cfb32c9a8,Delivery Services
6747658c93cb769cfbbf08c5,
67462bce93cb769cfb8d2171,Online Consultation
674587be93cb769cfb28bb50,SENSITIVE CLINIC
674587be93cb769cfb28bb50,Delivery Issues
674587be93cb769cfb28bb50,Duplicate thread
674587be93cb769cfb28bb50,Delivery ETA
67476b2393cb769cfb3c51ee,Online Consultation
6747807493cb769cfb06dabc,Plan Clarification
6747807493cb769cfb06dabc,POG
6748452893cb769cfbc630fc,Other Clinician Enquiry
6748452893cb769cfbc630fc,proactive BF
67483f8d93cb769cfb1ab246,URGENT CLINIC
67483f8d93cb769cfb1ab246,Tag me
